Handwriting_Sample,Writing_Speed_wpm,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Gender,Age,Feature_Slant angle of handwriting,Feature_Letter spacing consistency,Feature_Letter spacing consistency,Feature_Line alignment (straight or curved writing),Feature_Loop formation in letters,Feature_Stroke smoothness,Feature_Word spacing variability,Feature_Letter size consistency,Feature_Pen lift frequency,Feature_Overall legibility score,Feature_Cursive vs. print writing tendency,Feature_Speed fluctuations (within a single sentence),Feature_Pen tilt direction,Feature_Ink darkness variation,Feature_Number of strokes per letter
sample_528.jpg,33,0.95984738,0.1349871,0.12383955,0.207951265,0.835968452,Other,41,0.430370378,0.469603937,0.571352531,0.109803899,0.534520615,0.113771197,0.452882929,0.400052911,0.230296393,0.975490946,0.485670219,0.96909686,0.474483599,0.199279767,0.241505603
sample_529.jpg,18,0.98868753,0.341190182,0.504133479,0.201607035,0.595716484,Female,23,0.782404412,0.967966492,0.921641168,0.7197518,0.652105282,0.005681503,0.012824097,0.096828377,0.184301537,0.515115063,0.966610022,0.435053951,0.598228503,0.711967302,0.476359646
sample_530.jpg,28,0.864155365,0.484934193,0.633990136,0.718763273,0.43946537,Female,33,0.191006924,0.434707701,0.110134256,0.545005999,0.734073193,0.554700269,0.660826966,0.939289723,0.739499355,0.851727369,0.048994787,0.175128927,0.421248385,0.266274908,0.358403329
sample_531.jpg,11,0.906099157,0.576227962,0.799497465,0.699686865,0.485183843,Female,31,0.115211019,0.481968525,0.424079534,0.733781371,0.298360299,0.253505566,0.178433752,0.432842999,0.298831219,0.571903146,0.097178148,0.755430276,0.600044227,0.62665742,0.139253266
sample_532.jpg,28,0.355150359,0.304207836,0.458726554,0.483937108,0.864610199,Male,23,0.023910177,0.369908095,0.257167535,0.080639897,0.03187455,0.909610053,0.047027805,0.476072867,0.565697439,0.805595828,0.476267542,0.815828263,0.279153558,0.66286742,0.795820976
sample_533.jpg,52,0.330530289,0.718412309,0.409451586,0.200966855,0.858937162,Other,40,0.479162186,0.116053513,0.798025648,0.516789503,0.509346029,0.31387138,0.085275123,0.141088855,0.868893527,0.744439508,0.278454727,0.621947517,0.36454069,0.804637557,0.127174878
sample_534.jpg,49,0.586780244,0.488496804,0.823480217,0.811324388,0.918326055,Female,59,0.091774219,0.659991059,0.116043046,0.645542182,0.663965803,0.323899222,0.928097723,0.870195346,0.034248785,0.816384557,0.403904335,0.559444756,0.209365591,0.575595735,0.934327516
sample_535.jpg,45,0.061986543,0.740766983,0.320162963,0.292797498,0.803917499,Other,19,0.773192801,0.376129043,0.572980813,0.986017801,0.406414405,0.327954028,0.855770544,0.592139156,0.49646652,0.077101295,0.812054552,0.463797338,0.180527255,0.294492106,0.026269058
sample_536.jpg,33,0.376542449,0.004747421,0.304277668,0.256348208,0.43777337,Other,21,0.578494159,0.665655716,0.053798445,0.542293205,0.83959927,0.880838857,0.169074786,0.762515818,0.601707303,0.852878879,0.741911669,0.047793334,0.753939654,0.560341753,0.822762946
sample_537.jpg,37,0.86261596,0.994251734,0.847861151,0.316641028,0.566892677,Male,55,0.632891922,0.264196837,0.363236915,0.923463705,0.199976091,0.135541215,0.191054941,0.097280631,0.93764917,0.92710682,0.798624737,0.964555626,0.158602137,0.369977635,0.422262979
sample_538.jpg,58,0.327197742,0.031516867,0.09324975,0.559304522,0.476543727,Male,54,0.982268597,0.240853471,0.946082479,0.205638653,0.725027849,0.323019487,0.563689743,0.319675171,0.075203818,0.933316221,0.619297777,0.69691499,0.815112505,0.709700213,0.092982496
sample_539.jpg,56,0.522379035,0.947866954,0.269781901,0.550124039,0.499712713,Other,28,0.068415848,0.944078792,0.916508299,0.539920554,0.249500073,0.58366563,0.046399788,0.912565917,0.989448879,0.198151796,0.259925234,0.005335072,0.454180396,0.425824442,0.053192857
sample_540.jpg,49,0.797131506,0.261635311,0.591085889,0.118287741,0.956904812,Female,20,0.147075927,0.873535317,0.340215302,0.73853914,0.552555984,0.389829817,0.826669389,0.128948057,0.181247431,0.842520849,0.226838526,0.863415101,0.145416248,0.653343915,0.083377239
sample_541.jpg,39,0.678030559,0.651544864,0.423886747,0.559526871,0.952869577,Male,22,0.581869966,0.336133108,0.303393097,0.171929892,0.060880745,0.294504071,0.411115068,0.00440454,0.691739822,0.268669752,0.125219228,0.160989389,0.015276462,0.723559705,0.483835123
sample_542.jpg,46,0.512728855,0.745426835,0.144544308,0.655231423,0.969005301,Other,59,0.955113098,0.199058018,0.709899476,0.302904606,0.664389818,0.071320099,0.092074282,0.618451891,0.487919556,0.855623748,0.573139761,0.615880752,0.97136705,0.673735305,0.374712682
sample_543.jpg,18,0.975187254,0.563148515,0.460906667,0.523893958,0.997312246,Male,51,0.495160753,0.387181359,0.64607759,0.431725725,0.300764787,0.024992001,0.697847113,0.446737417,0.709933127,0.063157863,0.898092354,0.101942902,0.444628359,0.958218709,0.848048212
sample_544.jpg,37,0.321798307,0.957598367,0.76584294,0.466520075,0.730621834,Male,28,0.432988757,0.917990143,0.229431205,0.387164934,0.098148312,0.112538559,0.453664399,0.332455246,0.51740382,0.992570582,0.700820361,0.672005514,0.849877073,0.315911752,0.749891514
sample_545.jpg,60,0.300869325,0.781610181,0.685233602,0.382704092,0.943356085,Male,18,0.782884418,0.170460537,0.636053853,0.751844612,0.393572011,0.210790462,0.134206534,0.580313218,0.481226285,0.968176589,0.053701443,0.221704958,0.177082199,0.304382637,0.109861246
sample_546.jpg,25,0.383722033,0.06067661,0.914559531,0.735551103,0.442274483,Female,55,0.431280901,0.865679713,0.556608865,0.266531669,0.427181626,0.805400895,0.570571983,0.411631193,0.385257911,0.66019053,0.42963679,0.162416744,0.214930543,0.025196229,0.864663736
sample_547.jpg,20,0.259267578,0.731310007,0.012824692,0.53717552,0.151556292,Other,50,0.224911543,0.672064515,0.190902387,0.419109559,0.175063218,0.32580114,0.901852451,0.097933582,0.108985468,0.763675467,0.124268417,0.375419244,0.498586484,0.30601807,0.428538585
sample_548.jpg,16,0.877032556,0.736538845,0.135248809,0.086538967,0.725562136,Male,49,0.454384132,0.90009074,0.14045999,0.993025207,0.589041325,0.804619585,0.552674545,0.685773042,0.998139367,0.938132118,0.22629673,0.110987632,0.076677857,0.221835905,0.581305312
sample_549.jpg,51,0.566414114,0.2184052,0.710825606,0.250829719,0.615601284,Female,60,0.939253666,0.421969653,0.253083609,0.846322482,0.142475351,0.697735764,0.520167815,0.998670136,0.352921271,0.357617764,0.325003381,0.424705774,0.955480883,0.471497594,0.043243484
sample_550.jpg,44,0.646828593,0.23357532,0.782543273,0.434639883,0.719443777,Female,56,0.445032379,0.765082656,0.805191143,0.221205312,0.32739128,0.462249408,0.40932587,0.454025055,0.707454956,0.382156282,0.324144321,0.006375671,0.108836257,0.489567326,0.153060937
sample_551.jpg,53,0.122470669,0.418500206,0.2985175,0.198018374,0.77847941,Other,35,0.883585473,0.110700756,0.459441242,0.96002114,0.520995558,0.962767945,0.229632932,0.824554287,0.41319662,0.191346359,0.151225161,0.572411519,0.271792507,0.53841158,0.192286892
sample_552.jpg,20,0.021857969,0.435020983,0.12881202,0.831465606,0.713261211,Other,24,0.266261452,0.251948298,0.066184483,0.926760237,0.612886241,0.669420651,0.243912696,0.87499722,0.00967158,0.578479521,0.602169208,0.637540595,0.992389585,0.080422792,0.170138558
sample_553.jpg,55,0.834871544,0.472353341,0.62555451,0.141233149,0.573812512,Female,33,0.26549986,0.806300991,0.859516017,0.154888333,0.558300673,0.496777886,0.358581653,0.041742845,0.739021537,0.940473673,0.81440363,0.56933354,0.501579616,0.082265796,0.476776217
sample_554.jpg,25,0.273809776,0.987286125,0.657761474,0.120869979,0.098605367,Male,29,0.563567671,0.414495206,0.705156086,0.218507311,0.867900447,0.74447122,0.681375327,0.638450139,0.925933698,0.009153309,0.985685044,0.650753202,0.42465632,0.990756723,0.043640061
sample_555.jpg,13,0.723344595,0.140708445,0.093069635,0.268922026,0.139947823,Female,23,0.329579775,0.304923156,0.471941388,0.891164164,0.562791038,0.089114075,0.103542004,0.795666665,0.271744318,0.630668759,0.179313287,0.072301003,0.489790325,0.484754651,0.74604647
sample_556.jpg,21,0.324905138,0.825816857,0.395249944,0.030598351,0.620824606,Male,42,0.225024529,0.408351083,0.725972515,0.081998266,0.55346192,0.510425328,0.050209348,0.875096047,0.635699409,0.319695435,0.334286996,0.045326482,0.826716354,0.049230494,0.636878637
sample_557.jpg,34,0.557967265,0.524558331,0.36745455,0.898110392,0.411992782,Male,20,0.253539292,0.714174315,0.244777799,0.531493318,0.031305405,0.137412166,0.908056442,0.939245528,0.504789286,0.631617314,0.450861416,0.056684139,0.598263308,0.178484529,0.541691461
sample_558.jpg,11,0.550843302,0.167899689,0.317401382,0.526360067,0.091517515,Female,48,0.234234351,0.363856823,0.870349055,0.429018287,0.280879743,0.135186169,0.586169934,0.308853449,0.382240749,0.701631246,0.17524124,0.899531429,0.453631619,0.291921072,0.064695092
sample_559.jpg,30,0.267024221,0.595951792,0.781640589,0.72544134,0.310825859,Other,21,0.729899327,0.921612633,0.18080666,0.098580501,0.066534766,0.13638397,0.400983345,0.196669301,0.054815874,0.161828716,0.456533431,0.214812743,0.659741746,0.913555708,0.977374164
sample_560.jpg,54,0.826198961,0.679507323,0.746154057,0.11549729,0.087635916,Other,50,0.968534765,0.579116983,0.116140559,0.112386332,0.371161667,0.574716942,0.162473261,0.526422184,0.135137459,0.979329588,0.952188515,0.344457523,0.182077968,0.309746221,0.343097203
sample_561.jpg,49,0.55422858,0.473148193,0.169979611,0.369973137,0.76639488,Female,54,0.369979368,0.867120417,0.956043992,0.872440538,0.987697296,0.065848252,0.796812044,0.038851361,0.575357484,0.530986526,0.729382794,0.113733675,0.500533974,0.865466302,0.554321384
sample_562.jpg,40,0.82261563,0.555390213,0.111107416,0.971755051,0.728487924,Male,55,0.888010819,0.866999944,0.068776307,0.262559744,0.280332336,0.17732522,0.089401354,0.044302888,0.634975128,0.181089678,0.370450572,0.055057264,0.556329963,0.987831817,0.351316323
sample_563.jpg,36,0.021378003,0.163570243,0.723229668,0.507923998,0.040214338,Female,56,0.837163504,0.970321544,0.392520262,0.954876278,0.959244887,0.67743961,0.774465699,0.592578449,0.007001701,0.681875669,0.464769163,0.762534511,0.995465568,0.718041384,0.898289957
sample_564.jpg,48,0.250578716,0.831540922,0.984424084,0.215928362,0.728459691,Female,24,0.600230303,0.379365177,0.021908989,0.114994639,0.324880602,0.637880249,0.267964364,0.70158272,0.834911403,0.248210582,0.094297031,0.525045785,0.336533484,0.963823058,0.020309327
sample_565.jpg,19,0.944360168,0.959542048,0.144760805,0.708073348,0.674471334,Female,51,0.72632019,0.973218069,0.932415714,0.758751702,0.779756874,0.555665096,0.393475935,0.060508326,0.69387311,0.031272928,0.219940928,0.494240603,0.319481457,0.04832079,0.342312961
sample_566.jpg,39,0.97577577,0.662349489,0.885835913,0.501224373,0.331803552,Other,47,0.759509797,0.215613839,0.731772662,0.418671573,0.608279211,0.221556801,0.053526237,0.856884874,0.525407087,0.384492282,0.82406512,0.71473493,0.498744728,0.752323414,0.065525394
sample_567.jpg,22,0.283443627,0.057326194,0.67688716,0.998304507,0.372575381,Male,58,0.794270512,0.892753636,0.653943574,0.086013422,0.736692473,0.032833395,0.741542114,0.917036028,0.609771843,0.592592221,0.617496136,0.267597897,0.043881478,0.239735326,0.985620918
sample_568.jpg,41,0.133098248,0.286707264,0.937488289,0.682080527,0.540335294,Other,40,0.887104452,0.670146233,0.456803436,0.815879221,0.287138528,0.163455522,0.650032305,0.434733838,0.698200667,0.785382766,0.808168127,0.994718748,0.871095051,0.526094386,0.379822286
sample_569.jpg,52,0.937763082,0.038975255,0.038117249,0.692219566,0.672303204,Other,50,0.44960488,0.417677646,0.041290267,0.829953031,0.631251903,0.72565708,0.065871924,0.83962056,0.067140451,0.655941041,0.585716745,0.39999282,0.262116436,0.738755966,0.780868545
sample_570.jpg,35,0.546399844,0.540305436,0.829723201,0.4205792,0.844619608,Female,43,0.715396263,0.369222476,0.706191724,0.349632318,0.498271338,0.686631741,0.949806226,0.515101439,0.09312172,0.112038552,0.569786222,0.678344706,0.227563653,0.360814282,0.280713558
sample_571.jpg,24,0.993612106,0.805627394,0.293114556,0.142624647,0.723104389,Other,47,0.426289141,0.263808191,0.010100379,0.688617072,0.497916483,0.738130658,0.627220113,0.301318068,0.185672977,0.56519843,0.931049874,0.745469853,0.688043781,0.219816595,0.32311845
sample_572.jpg,20,0.372520354,0.220810716,0.574269677,0.091792264,0.451899012,Male,45,0.001805508,0.611467613,0.29561233,0.633521598,0.1828288,0.270185131,0.750289317,0.838701831,0.637397262,0.206411461,0.914150951,0.329713816,0.930361396,0.777052612,0.232949392
sample_573.jpg,43,0.954910236,0.549539001,0.784581068,0.479631877,0.800075756,Other,30,0.577978978,0.234258377,0.318165594,0.678271683,0.142207671,0.828154467,0.680235917,0.507910315,0.780107511,0.115196284,0.347137053,0.828682354,0.250888586,0.269594114,0.026950418
sample_574.jpg,45,0.367410496,0.361362294,0.077712318,0.534456951,0.581995765,Other,52,0.641832342,0.278701709,0.208889329,0.578785453,0.55259573,0.95382122,0.794266151,0.654036955,0.065321383,0.033887593,0.070320582,0.987966479,0.00941405,0.134737974,0.0889432
sample_575.jpg,32,0.403727786,0.714937527,0.284358724,0.544371414,0.181678542,Other,31,0.693785713,0.971857933,0.495731387,0.074962726,0.090055739,0.165806303,0.538113514,0.822913985,0.696302604,0.307202261,0.718069607,0.51174124,0.988556725,0.892047849,0.199103598
sample_576.jpg,43,0.150533628,0.038851353,0.511086574,0.966144686,0.791508401,Other,43,0.909392425,0.384699845,0.836130371,0.21966661,0.323209925,0.842373043,0.502018047,0.595374307,0.951260239,0.515155669,0.957173773,0.365577904,0.860174583,0.987008346,0.715000977
sample_577.jpg,34,0.627468458,0.064366346,0.43150336,0.879459032,0.03366926,Male,24,0.995034661,0.943272962,0.794396462,0.242944841,0.743001608,0.937353834,0.343387053,0.355414541,0.187271728,0.498117367,0.65241131,0.616882809,0.781148197,0.774115129,0.876630548
sample_578.jpg,39,0.235964358,0.216843092,0.184969379,0.15915387,0.01909454,Female,30,0.04440113,0.337470754,0.298482255,0.928037886,0.098903858,0.477230694,0.508016179,0.857948101,0.150281024,0.824147755,0.668647729,0.357144748,0.295350868,0.29889946,0.083533973
sample_579.jpg,54,0.770680345,0.740193546,0.335429833,0.223030957,0.459643963,Male,21,0.438018846,0.804984471,0.860941169,0.301102777,0.708913869,0.444813961,0.957372168,0.191153947,0.45112535,0.311382741,0.864526682,0.712663685,0.864342604,0.814286855,0.457624062
sample_580.jpg,23,0.820374425,0.633938129,0.80386754,0.261718811,0.356568682,Male,52,0.062185113,0.928548695,0.313043122,0.727972831,0.134908659,0.953712966,0.224152758,0.454931643,0.649864357,0.129160452,0.601982297,0.694792332,0.157426772,0.228133412,0.404869004
sample_581.jpg,39,0.470504534,0.827299504,0.687030135,0.376833161,0.944444318,Male,35,0.527439816,0.105390635,0.53136749,0.950577046,0.543381849,0.954240066,0.295116051,0.656179534,0.868407621,0.394945201,0.61604549,0.4676988,0.432083907,0.067665995,0.435666346
sample_582.jpg,55,0.367421575,0.194095134,0.613238364,0.598236333,0.206855368,Male,18,0.417485805,0.126324513,0.585816731,0.212107522,0.273936283,0.24028655,0.698259808,0.723076094,0.660739235,0.677268467,0.235862127,0.547365199,0.037082814,0.431143366,0.985019832
sample_583.jpg,16,0.805414219,0.946253797,0.413590588,0.427868266,0.723056154,Female,58,0.532275908,0.035267372,0.114086597,0.073841706,0.535668295,0.996779657,0.72114372,0.758287261,0.139208831,0.173039984,0.909594773,0.918293582,0.648127967,0.118101399,0.390216173
sample_584.jpg,54,0.163761357,0.531629099,0.30069171,0.154539703,0.815974611,Other,50,0.820230996,0.666581998,0.538850921,0.109714621,0.090918708,0.883810771,0.492388881,0.858571822,0.532027507,0.558330811,0.625629849,0.439904273,0.932623074,0.486346665,0.239658725
sample_585.jpg,47,0.654387559,0.984263567,0.921776474,0.306682034,0.015380551,Female,32,0.903408983,0.856513853,0.460892535,0.660581171,0.539677413,0.069253051,0.198152176,0.672058373,0.639822994,0.248209867,0.350529569,0.899214668,0.81182496,0.623870201,0.429818943
sample_586.jpg,19,0.794771773,0.186812672,0.722649016,0.859373042,0.930277024,Male,43,0.003414007,0.926879739,0.355287986,0.251760495,0.601023869,0.96100449,0.736061031,0.2721113,0.933453432,0.186648505,0.97765679,0.452241309,0.688512542,0.00592891,0.426187483
sample_587.jpg,14,0.283353546,0.185248401,0.958170372,0.345198403,0.73913777,Other,54,0.842755397,0.83540432,0.850569999,0.041156059,0.236283849,0.758099669,0.57712568,0.072874769,0.474229624,0.057362392,0.032320161,0.821747427,0.210415268,0.631472374,0.289130701
sample_588.jpg,15,0.180508286,0.216695429,0.981899462,0.521348044,0.246751003,Female,38,0.920057513,0.888605734,0.715783999,0.584816213,0.29112876,0.669089878,0.009522306,0.103923541,0.366543457,0.478402686,0.583725847,0.739765904,0.006527269,0.649056901,0.984122745
sample_589.jpg,35,0.195981071,0.492183487,0.68770731,0.294876705,0.839800673,Male,57,0.229116798,0.481419572,0.420117307,0.973045728,0.791975088,0.926024942,0.786448631,0.441489847,0.315081812,0.71817619,0.024083871,0.742660612,0.576565503,0.965415776,0.698766896
sample_590.jpg,58,0.02089543,0.62379442,0.017368526,0.741556065,0.911739519,Other,18,0.459229706,0.765496384,0.586550766,0.672979087,0.596510428,0.252293785,0.373751875,0.380550541,0.559056169,0.694964588,0.839814573,0.22058665,0.671636783,0.017771238,0.588967343
sample_591.jpg,48,0.660156204,0.526966665,0.874869903,0.253521454,0.132748669,Male,21,0.733512184,0.772792918,0.755424327,0.700697804,0.520232763,0.486712699,0.564559141,0.961878772,0.776381166,0.278554258,0.600784489,0.891116566,0.501510289,0.950492343,0.359928754
sample_592.jpg,45,0.222541203,0.58280109,0.382245222,0.272428994,0.107470645,Other,36,0.432216934,0.057147067,0.707144188,0.841127325,0.20180143,0.862478961,0.16283708,0.635459387,0.512659859,0.684842085,0.647319558,0.888867711,0.249150539,0.034623814,0.120625207
sample_593.jpg,53,0.532630486,0.686143088,0.693656287,0.724584762,0.90294141,Male,52,0.564352278,0.129619665,0.533243903,0.206955084,0.496932229,0.309677601,0.278097834,0.334244962,0.570229598,0.043024337,0.619924564,0.24185432,0.269094333,0.848021076,0.712452011
sample_594.jpg,22,0.735441749,0.510316427,0.435842832,0.500423598,0.295849236,Male,38,0.490196256,0.956598727,0.707575897,0.432877974,0.481856763,0.51127289,0.518278312,0.719888907,0.871530195,0.540131997,0.026657549,0.088104451,0.429620655,0.640896311,0.039195569
sample_595.jpg,12,0.34353203,0.873796164,0.114361852,0.793082361,0.994254761,Female,19,0.635961212,0.593823626,0.172480519,0.685436767,0.427636035,0.597511939,0.506699614,0.834905943,0.674419447,0.959329202,0.154408655,0.575997759,0.990875749,0.957027604,0.589444543
sample_596.jpg,44,0.371293029,0.990922316,0.101811594,0.729080295,0.145303007,Male,39,0.960612283,0.647671923,0.214066849,0.667145391,0.744604349,0.414712948,0.83721381,0.267906511,0.535537078,0.009152253,0.34248972,0.190181231,0.808919758,0.09708603,0.999675359
sample_597.jpg,52,0.157107174,0.250913644,0.213263877,0.010034764,0.43668007,Other,45,0.765976426,0.197154909,0.99173583,0.269567654,0.785061402,0.008759799,0.179757114,0.417254709,0.959803733,0.596557403,0.331634381,0.97063712,0.172513495,0.926279966,0.625117475
sample_598.jpg,20,0.809099872,0.181080333,0.791053817,0.596877195,0.439409336,Male,52,0.292792362,0.281945805,0.216478074,0.376566468,0.237323931,0.083876174,0.030088339,0.795023147,0.931424794,0.085928253,0.259739328,0.009625661,0.195507809,0.43091467,0.270145362
sample_599.jpg,36,0.910410543,0.416447518,0.816461171,0.818510686,0.683189355,Male,53,0.950323594,0.703566078,0.579423285,0.403530814,0.103892873,0.11973191,0.53760343,0.39033386,0.787616097,0.219929011,0.045164011,0.795811371,0.777182406,0.567541236,0.749092947
sample_600.jpg,21,0.93180135,0.150141295,0.767545216,0.534966757,0.882412293,Other,60,0.573099967,0.123092544,0.952477443,0.009478324,0.394729157,0.82053138,0.171047606,0.044079725,0.052984644,0.080255032,0.078882958,0.763818761,0.547957625,0.029160735,0.476182883
sample_601.jpg,58,0.005957606,0.942429168,0.385330665,0.459734804,0.27439551,Male,46,0.663227088,0.551401726,0.457075933,0.111749228,0.087612305,0.416915044,0.038524829,0.395753839,0.879336204,0.005449043,0.153692045,0.010826224,0.604514092,0.973999091,0.541946442
sample_602.jpg,60,0.681410294,0.752165748,0.376860178,0.614040438,0.877302454,Female,56,0.430164003,0.917319189,0.404913238,0.738798317,0.344494198,0.273901597,0.016593427,0.718238517,0.973005053,0.811964539,0.308165194,0.367022581,0.714599989,0.190126294,0.572889446
sample_603.jpg,51,0.163654066,0.920357833,0.906527886,0.284691948,0.4226417,Male,60,0.636067613,0.181884252,0.657273671,0.038030585,0.340383976,0.987429419,0.296217789,0.880790475,0.992351797,0.097415389,0.72147339,0.787188893,0.128506243,0.618934857,0.411003692
sample_604.jpg,58,0.695783172,0.878699291,0.960247235,0.883378968,0.584406985,Other,51,0.079201513,0.174245551,0.381917956,0.42963425,0.01519603,0.512740444,0.889202409,0.381819355,0.752509646,0.155928384,0.796800647,0.158057278,0.524189509,0.954619952,0.952764114
sample_605.jpg,20,0.350574119,0.287649639,0.148787851,0.683866114,0.545943444,Female,48,0.341404448,0.683608934,0.078010684,0.358967558,0.547694835,0.296507016,0.516388113,0.210133897,0.048916941,0.993091338,0.187999814,0.448995814,0.060633675,0.436742363,0.515083076
sample_606.jpg,43,0.932453774,0.828867667,0.114444116,0.657283141,0.043154971,Female,60,0.197618017,0.406688991,0.828993794,0.609424728,0.609069781,0.502076438,0.007076973,0.857049204,0.40194037,0.91438806,0.453597099,0.169814709,0.978592088,0.250636705,0.997436594
sample_607.jpg,13,0.393288842,0.028309146,0.101156891,0.820492257,0.071725861,Other,38,0.056185809,0.070672792,0.16898257,0.848763386,0.547762826,0.46438348,0.84348208,0.483561843,0.512145944,0.891556249,0.455923589,0.529507757,0.965014123,0.671018553,0.390061548
sample_608.jpg,17,0.583699373,0.327226501,0.854808579,0.31332372,0.999465501,Female,53,0.170922445,0.215554755,0.141672358,0.092480394,0.642333499,0.382776384,0.454713647,0.297808176,0.87522001,0.300359278,0.083854873,0.409569542,0.148908,0.622990322,0.436350502
sample_609.jpg,30,0.719430473,0.107622758,0.957320404,0.181656922,0.011340894,Female,41,0.365580251,0.373121085,0.016360949,0.357496394,0.866966041,0.081940947,0.847745508,0.307954975,0.798322245,0.087847131,0.283372533,0.802057775,0.693306058,0.300189342,0.933637155
sample_610.jpg,60,0.536451636,0.752420973,0.907118348,0.654874218,0.351229748,Female,38,0.961233383,0.854018536,0.312094483,0.494089225,0.797245359,0.507662516,0.62254374,0.571687284,0.931622456,0.779039543,0.898494538,0.747480939,0.575039361,0.929964039,0.477823909
sample_611.jpg,31,0.684291522,0.320620529,0.146375036,0.585648259,0.326384684,Male,27,0.888228242,0.387664451,0.739999749,0.744675233,0.396332649,0.92433776,0.945528541,0.218756276,0.555949384,0.124174221,0.928522857,0.024697256,0.572449596,0.50764527,0.74664688
sample_612.jpg,29,0.051065999,0.764753197,0.293343806,0.304046898,0.947219619,Female,18,0.681863311,0.736834581,0.973386138,0.261512022,0.798482967,0.401017204,0.232815618,0.048805554,0.791937601,0.814601649,0.164693467,0.656880403,0.914157004,0.94687436,0.321578964
sample_613.jpg,16,0.728527993,0.830609527,0.578481048,0.783676484,0.321344674,Other,36,0.454274609,0.583181093,0.426291951,0.358746522,0.601108995,0.736763755,0.901935947,0.977817658,0.07822352,0.038943224,0.717677183,0.8878001,0.569808866,0.686799126,0.579608102
sample_614.jpg,53,0.097006356,0.243288446,0.585831481,0.392454801,0.479245419,Other,59,0.735432602,0.186239547,0.724677791,0.683437642,0.315300417,0.669157048,0.449848387,0.978006396,0.601804948,0.499277397,0.477451525,0.846892739,0.299800047,0.132565734,0.310849873
sample_615.jpg,50,0.984102514,0.55957569,0.570435777,0.826777936,0.994737619,Male,21,0.936010883,0.229421525,0.357864212,0.560902886,0.244614295,0.304469189,0.896694051,0.854952921,0.147634169,0.256905405,0.316420695,0.776306727,0.78488439,0.314334581,0.57425819
sample_616.jpg,18,0.788819161,0.75540633,0.99071528,0.075463575,0.762570908,Male,27,0.084835282,0.399697345,0.778655946,0.379482504,0.118858036,0.147422097,0.309627558,0.260308125,0.114725555,0.239555075,0.044265939,0.011537652,0.88390903,0.745492674,0.980079891
sample_617.jpg,35,0.767429075,0.205477458,0.497336659,0.494985189,0.768334366,Other,22,0.813542805,0.157180428,0.046738803,0.936558694,0.946984246,0.957566702,0.592084657,0.299513555,0.20818441,0.634859329,0.25132796,0.348886454,0.670947612,0.409642404,0.447448663
sample_618.jpg,28,0.228325856,0.573221563,0.975712818,0.442540385,0.167817232,Female,28,0.524129941,0.85151763,0.265521753,0.266841925,0.768237047,0.864346839,0.050975647,0.08353292,0.637125373,0.169397969,0.069437381,0.628094372,0.721346599,0.45373296,0.283984863
sample_619.jpg,20,0.002775891,0.301169948,0.653872681,0.183574252,0.066595435,Other,46,0.458276084,0.19765684,0.805948129,0.4646529,0.515235121,0.697780299,0.701237402,0.892716451,0.474087509,0.794074438,0.509126772,0.578665296,0.77059292,0.518978484,0.007271523
sample_620.jpg,51,0.447072206,0.859188851,0.367829401,0.074544147,0.102231717,Male,53,0.724651002,0.784608786,0.834768013,0.648686803,0.529291833,0.783336156,0.701461755,0.459127968,0.039409309,0.691781056,0.54816544,0.916870572,0.720184855,0.355929458,0.099805892
sample_621.jpg,35,0.853718242,0.796904721,0.731012131,0.982237305,0.94595216,Other,23,0.069338586,0.094289593,0.130634149,0.558324434,0.700912028,0.073022982,0.57621353,0.096779749,0.77999955,0.957175054,0.003613059,0.37363529,0.086861481,0.456754613,0.081602922
sample_622.jpg,45,0.438664047,0.390610224,0.452534826,0.639499954,0.199957422,Other,33,0.687583867,0.377043527,0.26352998,0.295400013,0.637749682,0.382237664,0.814524154,0.202230357,0.390190683,0.809164722,0.489876535,0.007458986,0.536250147,0.083824476,0.58378355
sample_623.jpg,22,0.938680605,0.05821761,0.887963015,0.441151773,0.09484067,Female,28,0.317067082,0.773716713,0.154416374,0.122226061,0.7142249,0.477595014,0.183537848,0.484390267,0.642919434,0.7114692,0.31821855,0.713824834,0.851455986,0.186286057,0.433871697
sample_624.jpg,56,0.243974857,0.117507878,0.422363211,0.444376419,0.198601665,Other,57,0.134008363,0.192387031,0.208558728,0.220519934,0.769065285,0.568166066,0.977834224,0.709008715,0.750683698,0.938143595,0.697482594,0.366251503,0.082819459,0.405056837,0.856364981
sample_625.jpg,37,0.218519216,0.755204058,0.05079304,0.035333572,0.017414242,Male,55,0.843250936,0.124480229,0.373504211,0.759114952,0.6627739,0.391959011,0.140249493,0.220070782,0.580489506,0.415819602,0.802464066,0.747958712,0.445339375,0.087443263,0.160488257
sample_626.jpg,16,0.280979413,0.289374151,0.024250169,0.456584241,0.946018805,Other,48,0.504380055,0.343475802,0.419027954,0.507984398,0.618870071,0.534925531,0.65091729,0.31353568,0.741773768,0.726390631,0.015262341,0.902303288,0.339698021,0.122195104,0.946103463
sample_627.jpg,32,0.685084,0.98832371,0.599528606,0.063110903,0.973840792,Female,39,0.110233073,0.19205067,0.659195337,0.003159743,0.640024311,0.551849302,0.117662979,0.496275923,0.369197251,0.434201077,0.222897219,0.765987184,0.798961812,0.01412221,0.84251741
